,name,price,url,description,Alcohol percentage,Bottle volume ml,Brand,Gift box,Country of origin,Type,Vintage,years old,brand_match,brand_match2,missing_brands
717,Glenlivet Master Distiller's Reserve Small Batch Single Malt 1L w/Gift Box,154.5,https://www.paneco.com.sg/products/glenlivet-master-distillers-reserve-small-batch-single-malt-1l-w-gift-box,"
Released only in small batches, this exclusive expression features some of the finest and most rare whiskies our distillery has to offer. Master Distiller Alan Winchester and his team nose each cask individually to select only the most outstanding whisky for bottling. As with all expressions in the signature The Glenlivet Master Distiller’s Reserve range, Alan Winchester matures the whisky in first-fill ex-sherry, first-fill American and traditional oak casks. 
                ",40,1000ml,glenlivet,Yes,Scotland,,,,the glenlivet,glenlivet,
718,Glenlivet Master Distillers Reserve Single Malt 1L w/Gift Box,96.8,https://www.paneco.com.sg/products/glenlivet-master-distillers-reserve-single-malt-1l-w-gift-box,"
The Glenlivet legacy lives on in this incredibly sweet and smooth spirit.The cornerstone of the range, the Master Distiller’s Reserve showcases the approach perfectly: the traditional oak casks represent the classic style of The Glenlivet (ripe pear, gentle summery notes), while first-fill American oak provides depth and creaminess (coconut, soft fudge). Finally, ex-sherry oak brings complexity and richness (dried fruit, spice). Maturation in three types of oak makes for three times the character. This bright and lively gold expression has pear and fudge on the nose and fruit and spice on the palate. To finish, it dazzles with hints of marzipan and hazelnut. With so many flavours, this is a spirit to savour… make sure you seek it out next time you travel.Available exclusively in Singapore at Paneco.com.

                ",40,1000ml,glenlivet,Yes,Scotland,,,,the glenlivet,glenlivet,
719,Glenlivet Tom A Voan Single Cask 19 Year Cask Strength Single Malt 700ml w/Gift Box,418.8,https://www.paneco.com.sg/products/glenlivet-tom-a-voan-single-cask-19-year-cask-strength-single-malt-700ml-w-gift-box,"
A unique Single Cask, non-chill filtered. Has been selected for the Comptoir Irlandais' 30th anniversary.The Glenlivet has used cask number 42705 called Tom a Voan, in memory of the wood from the Livet valley, where the distillery was created by George Smith. 

                ",54.1,700ml,glenlivet,Yes,Scotland,,,19 Year,the glenlivet,glenlivet,
720,Glenlivet Triple Cask Matured Distillers Reserve Single Malt 1L w/Gift Box,98.5,https://www.paneco.com.sg/products/glenlivet-triple-cask-matured-distillers-reserve-single-malt-1l-w-gift-box,"
                  Distiller's Reserve is the cornerstone of the range, exemplifying the skills our makers have mastered through decades of experience. It is created with the balanced influence of the three types of casks to give it a harmonious balance of fruity notes and smoothness.
                ",40,1000ml,glenlivet,Yes,Scotland,,,,the glenlivet,glenlivet,
721,Glenmorangie 10 Year Single Malt 750ml w/Gift Box,74.88,https://www.paneco.com.sg/products/glenmorangie-10-year-single-malt-750ml-w-gift-box,"
The original expression of our elegant, floral spirit and the real backbone of the Glenmorangie range. A ten-year-old single malt, Glenmorangie Original is produced by marrying the delicate spirit that emerges from Scotland's tallest stills, with first and second fill American white oak casks.It is here, maturing for ten long years in a range of ex-bourbon casks such as our famous slow-grown and air-dried 'designer casks' from Missouri, that our raw spirit develops a perfect balance between sweetness and complexity. Resulting in a mature spirit that is soft, mellow and creamy. Perfect for enjoying at any time.
                ",40,750ml,glenmorangie,Yes,Scotland,,,10 Year,glenmorangie,glenmorangie,
722,Glenmorangie 12 Year The Lasanta Single Malt 700ml w/Gift Box,88.5,https://www.paneco.com.sg/products/glenmorangie-12-year-the-lasanta-single-malt-700ml-w-gift-box,"
Elegant but full bodied this whisky has spent ten years maturing in American white oak ex-bourbon casks before being extra-matured for a further two years in Oloroso and PX Sherry casks from Jerez in Spain.Lasanta is Gaelic for warmth and passion, a reminder not just of the Spanish provenance of these Oloroso sherry butts, but also a reflection of this expression's lusciously soft texture and deep, enticingly sweet aroma.
                ",43,700ml,glenmorangie,Yes,Scotland,,,12 Year,glenmorangie,glenmorangie,
723,Glenmorangie 12 Year The Lasanta Single Malt 750ml w/Gift Box,99.88,https://www.paneco.com.sg/products/glenmorangie-12-year-the-lasanta-single-malt-750ml-w-gift-box,"
Elegant but full bodied this whisky has spent ten years maturing in American white oak ex-bourbon casks before being extra-matured for a further two years in Oloroso and PX Sherry casks from Jerez in Spain.Lasanta is Gaelic for warmth and passion, a reminder not just of the Spanish provenance of these Oloroso sherry butts, but also a reflection of this expression's lusciously soft texture and deep, enticingly sweet aroma.
                ",43,750ml,glenmorangie,Yes,Scotland,,,12 Year,glenmorangie,glenmorangie,
724,Glenmorangie 18 Year Single Malt 700ml w/Gift Box,175,https://www.paneco.com.sg/products/glenmorangie-18-year-single-malt-700ml-w-gift-box,"
                  The 18 Years Old is a single malt Scotch whisky of serious distinction. Once it has spent fifteen years maturing in American white oak casks approximately 30% is transferred into Spanish Oloroso casks to spend a further three years maturing. Then, when both elements have reached 18 years, we blend them back together to create a whisky with a rich bouquet and full, rounded flavour.
                ",43,700ml,glenmorangie,Yes,Scotland,,,18 Year,glenmorangie,glenmorangie,
725,Glenmorangie 25 Year Quarter Century Single Malt 700ml w/Gift Box,690.9,https://www.paneco.com.sg/products/glenmorangie-25-year-quarter-century-single-malt-700ml-w-gift-box,"
                  The rarest and oldest member of the Glenmorangie family, this is a single malt of notable class and intensity.Matured in a range of casks including American white oak, Oloroso sherry casks and French Burgundy casks before being blended back together in exact quantities, the Glenmorangie Quarter Century is complex, bursting with deep flavours, and a perfect testimony to our knowledge and experience.
                ",43,700ml,glenmorangie,Yes,Scotland,,,25 Year,glenmorangie,glenmorangie,
726,Glenmorangie Dornoch Single Malt 700ml w/Gift Box,148.8,https://www.paneco.com.sg/products/glenmorangie-dornoch-single-malt-700ml-w-gift-box,"
                  The Glenmorangie Distillery is situated in the far north of Scotland, beside the ancient Royal Burgh of Tain. Established in 1843, the Distillery was named Glenmorangie, meaning ‘Glen of Tranquillity' in Scots Gaelic, perfectly describing its peaceful setting on the banks of the picturesque Dornoch Firth, a vast sea estuary and a worldwide Site of Special Scientific Interest. To raise awareness for the conservation of the Dornoch Firth, Glenmorangie has partnered with the Marine Conservation Society to preserve this precious waterway. It is this unique location that is perfectly celebrated by their latest limited edition: Glenmorangie Dornoch
                ",43,700ml,glenmorangie,Yes,Scotland,,,,glenmorangie,glenmorangie,
727,Glenmorangie Signet Single Malt 700ml w/Gift Box,285,https://www.paneco.com.sg/products/glenmorangie-signet-single-malt-700ml-w-gift-box,"
                  A fusion of unique and rare elements, and clouded in secrecy, Signet is the culmination of a lifetime's experience. A blend of our oldest whisky - distilled over thirty years ago when malting still occurred on site – and spirit matured in a selection of the world's finest casks, this undoubtedly is the richest whisky in their range. Of course, whilst the exact secrets of its production are known only to their whisky creators, they can say that Signet's melting sweetness and explosive spiciness is, at least in part, caused by their unique roasted 'chocolate' barley malt and the 'designer casks' made bespoke for Glenmorangie from American white oak. Non chill-filtered
                ",46,700ml,glenmorangie,Yes,Scotland,,,,glenmorangie,glenmorangie,
728,Glenmorangie Signet Single Malt 750ml,292.65,https://www.paneco.com.sg/products/glenmorangie-signet-single-malt-750ml,"
                  A fusion of unique and rare elements, and clouded in secrecy, Signet is the culmination of a lifetime's experience. A blend of our oldest whisky - distilled over thirty years ago when malting still occurred on site – and spirit matured in a selection of the world's finest casks, this undoubtedly is the richest whisky in their range. Of course, whilst the exact secrets of its production are known only to their whisky creators, they can say that Signet's melting sweetness and explosive spiciness is, at least in part, caused by their unique roasted 'chocolate' barley malt and the 'designer casks' made bespoke for Glenmorangie from American white oak. Non chill-filtered
                ",46,750ml,glenmorangie,No,Scotland,,,,glenmorangie,glenmorangie,
729,Glenmorangie The Cadboll Single Malt 1L w/Gift Box,194.85,https://www.paneco.com.sg/products/glenmorangie-the-cadboll-single-malt-1l-w-gift-box,"
A work of Scottish artistry that combines mysterious French influences in its design, it has remained a treasured artifact, kept near the Glenmorangie's Highland home. As a nod to the artist's inspirations, Bill Lumsden has extra-matured this whisky in high-end French barriques which previously held Muscat and Sémillion grapes adding tempting, dessert-like flavours, hinting at the sweet wines of the past that the Cadboll Cup might once have held.
                ",43,1000ml,glenmorangie,Yes,Scotland,,,,glenmorangie,glenmorangie,
730,Glenrothes 1997 Ibisco Signatory Vintage 700ml w/Gift Box,152.88,https://www.paneco.com.sg/products/glenrothes-1997-ibisco-signatory-vintage-single-malt-700ml-w-gift-box,"
                  The Glenrothes Distillery has always been universally acclaimed by blenders as an exceptional Speyside Malt. The Glenrothes is used in blended scotch whiskies such as Cutty Sark and The Famous Grouse. The Glenrothes bottlings are not determined by age but by vintage, making this single malt unique in its category. The Glenrothes is also sold as “Select Reserve,” a recently introduced non-vintage line.
                ",43,700ml,glenrothes,Yes,Scotland,,,,glenrothes,glenrothes,
731,grant's 18 Year 700ml w/Gift Box,93,https://www.paneco.com.sg/products/grant's-18-year-single-malt-700ml-w-gift-box,"
Maturing only the finest single malt and grain whiskies for 18 years (or longer) in oak casks and then finish them up in port casks. This creates a magnificent, perfectly balanced Scotch whisky with considerable depth of taste. How very sophisticated.Perfect for celebrating big milestone events with those that you’ve enjoyed the journey with. Like anniversaries, birthdays, and Thursdays.
                ",40,700ml,grant's,Yes,Scotland,,,18 Year,grant's,grant's,
732,grant's Family Reserve 1L,68.95,https://www.paneco.com.sg/products/grant's-family-reserve-1l,"
Around 25 of the finest single malt and grain Scotch whiskies are blended to make grant's Family Reserve. The basis for the blend is our widely acclaimed Girvan grain whisky. Vacuum-distilled at a lower temperature to make it a lighter and more delicate spirit, it is then aged in oak to give it a deeper, sweeter, soft fruit flavor, creating the perfect foundation. It is complex, clean with notes of ripe pear and summer fruits. Its taste balances vanilla sweetness with malty and light floral fragrances.
                ",43,1000ml,grant's,No,Scotland,,,,grant's,grant's,
733,grant's Select Reserve 750ml w/Gift Box,59,https://www.paneco.com.sg/products/grant's-select-reserve-single-malt-750ml-w-gift-box,"
In William Grant’s journey from cow herder to founding father of one of the world’s most loved Scotch brands, it’s fair to say he had a little help along the way.It was in 1887 when William Grant opened his first distillery in Scotland with the help of his seven sons and two daughters.William Grant knew a thing or two about a good workforce. George Grant was his maltman, Charlie Grant operated the tuns, Alec Grant was his still-man, and his youngest daughter Meta? Well, the seven year old brought the boys lunch. Now that's a family business.Grant's Select Reserve should be reserved for the select few that you owe most of all. Who would you share a glass with?
                ",40,750ml,grant's,Yes,Scotland,,,,grant's,grant's,
734,grant's Triple Wood Smoky 1L,82.95,https://www.paneco.com.sg/products/grant's-triple-wood-smoky-1l,"
                  Grant’s Smoky in matured iin three different types of wood, for a smooth, rich, more mellow taste with an expression of peat. For this whisky, Master Blender Brain Kinsman increases the addition of peated whiskies within the blend, resulting in a smooth and fruity whisky with pronounced smokiness.
                ",43,1000ml,grant's,No,Scotland,,,,grant's,grant's,
735,grant's with Gift Glass 1L,62,https://www.paneco.com.sg/products/grant's-with-gift-glass-single-malt-1l,"
A 1 Litre bottle with a free gift.The Grant family motto is 'Stand Fast.' Five generations later and still producing world class whisky, we stand by our words with our patiently crafted flagship whisky. The perfect gift for a friend who knows you well, and likes you anyway.2013 World Whiskies awards Best Scotch blend
2011 Scotch Whisky masters – Gold
2009 International wine & spirit competition – Gold

                ",40,1000ml,grant's,No,Scotland,,,,grant's,grant's,
736,grant's with Gift Glass 750ml,47,https://www.paneco.com.sg/products/grant's-with-gift-glass-single-malt-750ml,"
The Grant family motto is 'Stand Fast.' Five generations later and still producing world class whisky, we stand by our words with our patiently crafted flagship whisky. The perfect gift for a friend who knows you well, and likes you anyway.2013 World Whiskies awards Best Scotch blend
2011 Scotch Whisky masters – Gold
2009 International wine & spirit competition – GoldGreat value as a 750ml bottle.
                ",40,750ml,grant's,No,Scotland,,,,grant's,grant's,
737,Haig Club Single Grain 700ml,76.32,https://www.paneco.com.sg/products/haig-club-single-grain-700ml,"
                  Haig Club is a new Single Grain Scotch Whisky with a character and style that sets it apart.  Haig Club is the embodiment of a new era for Scotch.
                ",40,700ml,haig whisky,No,Scotland,,,,-,-,haig whisky
738,Haig Dimple 15 Year 1L w/Gift Box,104.95,https://www.paneco.com.sg/products/haig-dimple-15-year-1l-w-gift-box,"
Haig Whisky is the oldest of all scotch whiskies and may even be the oldest whisky in the world.Haig whisky is steeped in history since it was first distilled by John Haig in Cameronbridge Scotland in 1824. From these humble beginnings Haig Whisky quickly rose to become one of the most successful and popular Scotch whiskies in the world before falling into decline some 30 years ago as it left the Haig family ownership and was passed through a series of multinational drinks companies.The original distillery in Cameronbridge meanwhile went from strength to strength and now, in the ownership of Diageo, is one of the largest distilleries in Europe.Haig Dimple was named after the unique shape of the Dimple bottle.
                ",43,1000ml,haig whisky,Yes,Scotland,,,15 Year,-,-,haig whisky
739,Hibiki Japanese Harmony Master's Select 700ml w/Gift Box,228,https://www.paneco.com.sg/products/suntory-hibiki-japanese-harmony-masters-select-700ml-w-gift-box,"
Luminous and delicate with a transparency that unveils complexity. An exclusive limited edition of Hibiki Japanese Harmony featuring hints of Yamazaki Sherry Cask.Hibiki means resonance in Japanese. It speaks to the soul and emotions of the most discerning whisky lover. Hibiki resonates from nature and all the subtleties found from the twenty-four seasons of the old Japanese lunar calendar.
                ",43,700ml,hibiki,Yes,Japan,,,,hibiki,hibiki,
740,Hibiki Japanese Harmony Master's Select Special Edition 700ml w/ Gift Box,288,https://www.paneco.com.sg/products/hibiki-japanese-harmony-masters-select-special-edition,"
The limited edition bottle and packaging design celebrates ‘the artistry of Japanese culture’. The ‘artistic and delicate’ design features the Sakura flower, or cherry blossom; a Goshoguruma, or royal carriage; and Ryusuimon, or streaming water. During Japan’s Edo period (1608-1868) these were seen as symbols for good fortune and prosperity and often used as special gifts for the Shogun.The bottle is beautiful and elegant and will resonate with whisky connoisseurs and novices alike, making it the perfect gift or a stunning addition to any collection.Hibiki means resonance in Japanese. It speaks to the soul and emotions of the most discerning whisky lover. Hibiki resonates from nature and all the subtleties found from the twenty-four seasons of the old Japanese lunar calendar.
                ",43,700ml,hibiki,Yes,Japan,,,,hibiki,hibiki,
741,Highland Park 18 Year Viking Pride 750ml Single Malt w/ Gift Box,244,https://www.paneco.com.sg/products/highland-park-18-year-viking-pride-single-malt-750ml-w-gift-box,"
                  Named Best Spirit in the World in the Spirit Journal, on two separate occasions, the intense balance of the flavours found in Highland Park 18 - VIKING PRIDE owes everything to our five traditional keystones of production, honoured for over 220 years. Slow-burning, aromatic peat from Hobbister Moor; hand turned floor maltings, Sherry seasoned European oak casks, cool maturation in our temperate island climate and a long and unhurried harmonisation process. Like our founder, Magnus Eunson, we share our Viking ancestors’ commitment to skilled craftsmanship as well as their proud, independent spirit.
                ",43,750ml,highland park,Yes,Scotland,,,18 Year,highland park,highland park,
742,Highland Park 1990 Single Malt 700ml,336,https://www.paneco.com.sg/products/highland-park-1990-single-malt-700ml,"
The Highland Park 1990 vintage is a 20 year old Orkney single malt release of the Highland Park Distillery. This whiskey was bottled in 1990 and ripened in both sherry and bourbon barrels before being bottled in 40% in 2010, without any added dyes. This 20 year old release is a beautiful bridge between the 18 year and the 21 year.
",40,700ml,highland park,No,Scotland,,,,highland park,highland park,
743,Highland Park 21 Year Single Malt 750ml,492.64,https://www.paneco.com.sg/products/highland-park-21-year-single-malt-750ml,"
9 first-fill European sherry seasoned oak hogsheads, 8 bourbon hogsheads, and 9 refill hogsheads – creates an impressively rounded and unique flavour. As the warm spices and rich dried fruit flavours of the European casks mingle with the sweeter, exotic fruit notes from the bourbon hogsheads, the softer influence of the refill casks finishes off the harmony. The result is a marriage of freshly-cut pineapple, ripe mango, juicy pears, sun-dried sultanas, dried exotic fruit, spice market aromas and curls of aromatic peat smoke.
                ",40,750ml,highland park,No,Scotland,,,21 Year,highland park,highland park,
744,Highland Park Einar Single Malt 1L w/Gift Box,118,https://www.paneco.com.sg/products/highland-park-einar-single-malt-1l-w-gift-box,"
Matured in Sherry seasoned American and European oak casks, the warm flavours of zesty dried orange peel and vanilla pods sweetly unfold in each dram of EINAR.The Warrior Series is a collection of single malts created to showcase the very best of Highland Park. Each expression both introduces a key figure from Orkney’s Viking history and demonstrates how the flavours of Highland Park are influenced by cask type.The joint Earl of Orkney from 1014, EINAR was a bold and ruthless warrior and ruler, renowned for venturing on long and daring voyages and clearly distinguishable by his mighty axe.A Paneco.com exclusive in Singapore.
                ",40,1000ml,highland park,Yes,Scotland,,,,highland park,highland park,
745,Highland Park Leif Eriksson Release Limited Edition Single Malt 700ml w/Gift Box,118,https://www.paneco.com.sg/products/highland-park-leif-eriksson-release-limited-edition-single-malt-700ml-w-gift-box,"
Highland Park Leif Eriksson was released to celebrate the first European to reach America over a thousand years ago. The famous Viking explorer, Leif Eriksson was the inspiration behind this bottling. As the first ‘European’ known to have set foot in America, he inspired our decision to create a whisky exclusively matured in sherry seasoned American oak casks
                ",40,700ml,highland park,Yes,Scotland,,,,highland park,highland park,
746,Highland Park Sigurd Single Malt 700ml w/ Gift Box,236,https://www.paneco.com.sg/products/highland-park-sigurd-single-malt-700ml-w-gift-box,"
                  Predominantly matured in Sherry seasoned European oak casks, Sigurd is as big and bold as its warrior namesake – with rolling layers of flavour revealing notes of lemon peel, charred pineapple, cinnamon and lavender. The Warrior Series is a collection of single malts created exclusively for Duty Free to showcase the very best of Highland Park. Each expression both introduces a key figure from Orkney’s Viking history and demonstrates how the flavours of Highland Park are influenced by cask type. Sigurd is an autumnal gold color with flavours of charred pineapple, lemon peel, cinnamon, lavender and aromatic peat smoke.
                ",43,700ml,highland park,Yes,Scotland,,,,highland park,highland park,
747,Highland Park Svein Single Malt 1L,102,https://www.paneco.com.sg/products/highland-park-svein-single-malt-1l,"
Predominantly matured in Sherry seasoned American oak casks, Svein delivers powerful notes of crème brûlée, wrapped in a gentle peat smoke.The Warrior Series is a collection of single malts created exclusively for Duty Free to showcase the very best of Highland Park. Each expression both introduces a key figure from Orkney’s Viking history and demonstrates how the flavours of Highland Park are influenced by cask type. Bright and golden in color, Svein offers flavors of fresh pineapple, ripe oranges, creme brulee, peat smoke and pepper. 
                ",40,1000ml,highland park,No,Scotland,,,,highland park,highland park,
748,Holiday Whisky Duo,447,https://www.paneco.com.sg/products/johnnie-walker-blue-1l-w-gift-box-and-glendronach-allardice-18-year-700ml-w-gift-box,"
Looking for the perfect gift? This holiday whisky set matches a remarkable blended whisky with an amazing single malt. You get the best of both worlds each with its own gift box.
",,2 items,,,,,,,-,-,
749,House of Hazelwood 18 Year 500ml w/Gift Box,100,https://www.paneco.com.sg/products/house-of-hazelwood-18-year-single-malt-500ml-w-gift-box,"
                  This elegant design is inspired by 1920s architecture in the 7eme and 16eme arrondissements of Paris, cradle of a new art deco splendour which would go on to sweep Europe and the world.

                ",40,500ml,grant's,Yes,Scotland,,,18 Year,grant's,grant's,
750,House of Hazelwood 21 Year 500ml w/Gift Box,150,https://www.paneco.com.sg/products/house-of-hazelwood-21-year-single-malt-500ml-w-gift-box,"
                  Architectural leitmotif in Mumbai creates this authentic design is inspired by a 1920s art deco, during a period of exuberant optimism and opulence in that richly layered world-city.
                ",40,500ml,grant's,Yes,Scotland,,,21 Year,grant's,grant's,
751,Hudson Manhattan Rye 350ml,66,https://www.paneco.com.sg/products/hudson-manhattan-rye-350ml,"
Young rye whiskey from New York, the Hudson Manhattan Rye is 100% Rye. Aged > 4 years in new charred American oak. It is known for its spiciness, rich, shifting flavor and aroma. 
                ",46,350ml,hudson manhattan,No,United States,Bourbon,,,-,-,hudson manhattan
752,Isle of Jura 21 Year 700ml w/Gift Box,228,https://www.paneco.com.sg/products/isle-of-jura-21-year-single-malt-700ml-w-gift-box,"
                  Aged for 21 years this is a complex dram that presents a range of flavours. Vintage casks have given this spirit a flawless finish of soft marzipan, crushed walnuts and bitter chocolate. The palate is further rewarded with whispers of succulent maraschino cherries, citrus fruit and soft liquorice to complete this memorable single malt.
                ",44,700ml,jura,Yes,Scotland,,,21 Year,jura,jura,
753,Isle of Jura Prophecy 1L,178,https://www.paneco.com.sg/products/isle-of-jura-prophecy-single-malt-1l,"
Heavily peated with a sweet and spicy finish.It's said that centuries ago, an old seer prophesied that the last Campbell to leave the island would be penniless. In 1938, this came to be. To mark the legend, the seer's symbol watches over every bottle.
                ",46,1000ml,jura,No,Scotland,,,,jura,jura,
754,Isle of Jura The Paps 19 Year 700ml w/Gift Box,154.5,https://www.paneco.com.sg/products/isle-of-jura-the-paps-19-year-single-malt-700ml-w-gift-box,"
The Isle of Jura The Paps 19 Year comprised of majority unpeated malt and matured in ex-bourbon barrels, the whisky was enhanced by a finishing period in casks that had held Pedro Ximénez Sherry for over forty years. Expect a sweet and nutty dram with aromas and flavours of ginger cake, vanilla and balsamic, spiced pear, fig syrup and roasted walnuts.
                ",45.6,700ml,jura,Yes,Scotland,,,19 Year,jura,jura,
755,Isle of Jura The Road 1L w/Gift Box,118,https://www.paneco.com.sg/products/isle-of-jura-the-road-single-malt-1l-w-gift-box,"
                  The Isle of Jura The Road spent the larger part of its life in x-bourbon barrels before a spell in Sherry casks that previously held 20 year old PX. Expect a light to medium bodied, well-rounded whisky with aromas of fresh apricots, bergamot and molasses and flavours of coffee, toasted pistachios and cinnamon.
                ",43.6,1000ml,jura,Yes,Scotland,,,,jura,jura,
756,jack daniel's Black 1.75L,134.5,https://www.paneco.com.sg/products/jack-daniels-black-1-75l,"
                  One of the most famous whiskey brands worldwide. Jack Daniel's is a light and sweet Tennessee whiskey, produced in the traditional method of Jack Daniel's distillery. The beverage undergoes the unique process of charcoal filtration, and is aged in single oak barrels. In 2006 Jack Daniel's Black Label took the first place from Johnnie Walker Red Label, and won the title ""best-selling whiskey in the world"".
                ",40,1750ml,jack daniel's,No,United States,Bourbon,,,jack daniel's,jack daniel's,
757,jack daniel's Gentleman Jack 700ml,69.72,https://www.paneco.com.sg/products/jack-daniels-gentleman-jack-700ml,"
                  Gentleman Jack of the Jack Daniel's house is a soft and refined whiskey Tennessee. Like the bourbon, it is produced from at least 51% corn, and is aged for at least two years in single oak barrels. Similar to the Jack Daniel's whiskey Tennessee and Single Barrel, Gentleman Jack also undergoes charcoal filtration. After the aging process and before bottling, the whiskey undergoes an additional filtering process – making it the only whiskey in the world that undergoes double charcoal filtration. Gentleman Jack has a full body, sweet flavors of fruits and spices, with a smooth and velvety finish.
                ",40,700ml,jack daniel's,No,United States,Bourbon,,,jack daniel's,jack daniel's,
758,jack daniel's Master Distiller Series No.2 700ml,79,https://www.paneco.com.sg/products/jack-daniels-master-distiller,"
A special and limited edition that was produced in honor of and inspired by jack daniel's, the founder of the distillery and the first distiller in it, starting in 1863. Only 7 master distillers have been involved in the manufacturing process of this whiskey, the uniqueness of which is in its distillation process, carried out through maple wood charcoal for two weeks. And indeed, it is rich with sweet flavors and has a juicy complexion. The whiskey belongs to the whiskey Tennessee family and is produced from a combination of barley, malt and corn with pure spring water.Only seven men have served as Master Distiller. This special bottling celebrates Mr. Jess Motlow, who saw the Distillery through Prohibition.
                ",43,700ml,jack daniel's,No,United States,Bourbon,,,jack daniel's,jack daniel's,
759,jack daniel's Rye 1L w/Gift Box,99.95,https://www.paneco.com.sg/products/jack-daniels-rye-1l-w-gift-box,"
                  Jack Daniel’s Tennessee Rye combines the distinct flavor of rye and the Jack Daniel Distillery’s time-honored charcoal mellowing process. The result is a bold, spicy rye whiskey that’s sippin’ smooth.
                ",45,1000ml,jack daniel's,Yes,United States,Bourbon,,,jack daniel's,jack daniel's,
760,jack daniel's Single Barrel Select 700ml,79.8,https://www.paneco.com.sg/products/jack-daniels-single-barrel,"
                  (94 proof) Jack Daniel’s Single Barrel whiskey is as individual as the variations in the oak wood from barrel to barrel. As a result, bottles drawn from individual barrels will offer subtle differences in nose, color and taste. It is a dark amber single barrel whiskey, that rests in the upper floors of the warehouses where the whiskey’s color and taste deepen and mature an extra measure. Master Distiller Jeff Arnett and a team of tasters select the whiskey when it reaches its peak maturity. They taste for a singular combination–the robust flavor of a single barrel and the smooth character of Jack Daniel’s. What finally emerges from the wood is a bold full-bodied whiskey with heightened flavors of toasted oak, vanilla and caramel. Stands up to the richest of cigars.
                ",45,700ml,jack daniel's,No,United States,Bourbon,,,jack daniel's,jack daniel's,
761,jack daniel's Tennessee Fire 750ml,59,https://www.paneco.com.sg/products/jack-daniels-tennessee-fire-750ml,"
Sometimes, mixing fire and whiskey is a good thing. Our Tennessee Fire blends warm cinnamon liqueur with the bold character of Jack Daniel’s Old No. 7 for a classic spirit with a surprisingly smooth finish
",35,750ml,jack daniel's,No,United States,Bourbon,,,jack daniel's,jack daniel's,
762,jack daniel's Tennessee Honey 1L,84.8,https://www.paneco.com.sg/products/jack-daniels-tennessee-honey-1l,"
                  A blend of Jack Daniel’s Tennessee Whiskey and a unique honey liqueur of their own making, for a taste that’s one-of-a-kind and unmistakably Jack. Now in a bigger bottle and greater value!
                ",35,1000ml,jack daniel's,No,United States,Bourbon,,,jack daniel's,jack daniel's,
763,jack daniel's Tennessee Honey 700ml,57.65,https://www.paneco.com.sg/products/jack-daniels-tennessee-honey-700ml,"
                  A blend of Jack Daniel’s Tennessee Whiskey and a unique honey liqueur of their own making, for a taste that’s one-of-a-kind and unmistakably Jack.
                ",35,700ml,jack daniel's,No,United States,Bourbon,,,jack daniel's,jack daniel's,
764,James E. Pepper Bourbon 750ml,134.5,https://www.paneco.com.sg/products/james-e-pepper-bourbon-750ml,"
The Pepper family brand of whiskey is the oldest & most legendary whiskey brand in both Kentucky and American history, and their Old Pepper 10 Year Old Straight Bourbon Whiskey is rich, complex and very rare. Rich, chewy notes of toffee, caramel, butterscotch, toast, vanilla, roasted corn and a hint of burnt orang
                ",50,750ml,james e. pepper,No,United States,Bourbon,,,-,-,james e. pepper
765,Jameson Black Barrel 700ml w/Gift Box,89,https://www.paneco.com.sg/products/jameson-black-barrel-w-gift-box,"
Jameson Black Barrel is a tribute to the cooper’s method of charring barrels. Charring is an age old method for invigorating barrels, but these days we use double charred barrels by choice rather than through necessity. Time spent maturing in these barrels lends this whiskey intensified notes of vanilla sweetness and caramel, alongside toasted wood, fruit, and warm spice. A triple distilled blend of ‘small batch’ grain and traditional Irish pot still whiskeys, Jameson Black Barrel reveals untold richness and complexity. Every barrel contains secrets; the trick is coaxing them out.A triple distilled, twice charred, one of a kind.
                ",40,700ml,john jameson,Yes,Ireland,,,,-,-,john jameson
766,Jameson The Blender's Dog 700ml w/Gift Box,102,https://www.paneco.com.sg/products/jameson-the-blenders-dog-700ml-w-gift-box,"
The secret behind our whiskey lies in the passion and dedication of our masterful craftsmen, our Head Distiller, Head Cooper and Head Blender. The Whiskey Makers Series celebrates them and their craft.We’re not sure if our Head Blender, Billy Leighton, has a musical note in his head but harmony is his main pursuit. The Blender’s Dog is a whiskey that celebrates his craft the art of marrying whiskeys. A superbly balanced, complex whiskey, The Blender’s Dog is a perfect balance of spirit, wood, and time; delivering butterscotch sweetness with a prickle of spice and tannins. Making whiskey requires a fair deal of science, but blending is an art.‘I wanted to create harmony and complexity, an infusion of flavour that perfectly fills your mouth and nose. My whiskey has a rich creamy mouth feel, with the sweetness of butterscotch, giving way to the prickle of spices and tannins’. - Billy Leighton, Head Blender.
                ",43,700ml,john jameson,Yes,Ireland,,,,-,-,john jameson
